FECHA (YYMMDD);HORA (HHMM);Registros validados;Registros preliminares;Registros no validados;
150612;0600;1;;;
150612;0700;1;;;
150612;0800;1;;;
150612;0900;1;;;
150612;1000;1,89;;;
150612;1100;3,12666;;;
150612;1200;10,71;;;
150612;1300;18,21;;;
150612;1400;20,96;;;
150612;1500;21,96;;;
150612;1600;16,7933;;;
150612;1700;10,7933;;;
150612;1800;4,12666;;;
150612;1900;2,21333;;;
150612;2000;2,22;;;
150612;2100;2,30333;;;
150612;2200;1;;;
150612;2300;1;;;
150613;0000;1;;;
150613;0100;2,89;;;
150613;0200;1,65;;;
150613;0300;1;;;
150613;0400;1;;;
150613;0500;1;;;
150613;0600;1;;;
150613;0700;1;;;
150613;0800;1,24;;;
150613;0900;4,54333;;;
150613;1000;7,54333;;;
150613;1100;14,6266;;;
150613;1200;19,71;;;
150613;1300;21,3766;;;
150613;1400;23,8766;;;
150613;1500;26,46;;;
150613;1600;25,1266;;;
150613;1700;18,21;;;
150613;1800;2,73333;;;
150613;1900;1;;;
150613;2000;1,08;;;
150613;2100;1,16;;;
150613;2200;1,88;;;
150613;2300;2,79333;;;
150614;0000;1,24;;;
150614;0100;1,4;;;
150614;0200;1;;;
150614;0300;1,08;;;
150614;0400;1;;;
150614;0500;1;;;
150614;0600;1;;;
150614;0700;1;;;
150614;0800;1;;;
150614;0900;1,56333;;;
150614;1000;6,20999;;;
150614;1100;10,1266;;;
150614;1200;15,3766;;;
150614;1300;23,7933;;;
150614;1400;26,96;;;
150614;1500;26,96;;;
150614;1600;27,1266;;;
150614;1700;19,0433;;;
150614;1800;4,13332;;;
150614;1900;1;;;
150614;2000;1;;;
150614;2100;1;;;
150614;2200;1;;;
150614;2300;1;;;
150615;0000;1;;;
150615;0100;1;;;
150615;0200;1;;;
150615;0300;1;;;
150615;0400;1;;;
150615;0500;1;;;
150615;0600;1;;;
150615;0700;1,08;;;
150615;0800;1,08;;;
150615;0900;1,24;;;
150615;1000;1,8;;;
150615;1100;3,04333;;;
150615;1200;5,21;;;
150615;1300;8,70999;;;
150615;1400;13,2933;;;
150615;1500;13,46;;;
150615;1600;5,79333;;;
150615;1700;1,24;;;
150615;1800;1;;;
150615;1900;1;;;
150615;2000;1,24;;;
150615;2100;2,12666;;;
150615;2200;2,54333;;;
150615;2300;1,96;;;
150616;0000;1,72;;;
150616;0100;1,96;;;
150616;0200;1,64;;;
150616;0300;1;;;
150616;0400;1;;;
150616;0500;1;;;
150616;0600;1;;;
150616;0700;1,32;;;
150616;0800;1;;;
150616;0900;1,56;;;
150616;1000;1,96;;;
150616;1100;2,62666;;;
150616;1200;5,70999;;;
150616;1300;11,71;;;
150616;1400;12,8766;;;
150616;1500;11,5433;;;
150616;1600;12,5433;;;
150616;1700;6,88332;;;
150616;1800;1;;;
150616;1900;1;;;
150616;2000;1,73333;;;
150616;2100;1;;;
150616;2200;1;;;
150616;2300;1;;;
150617;0000;1;;;
150617;0100;1;;;
150617;0200;1;;;
150617;0300;1;;;
150617;0400;1;;;
150617;0500;1;;;
150617;0600;1;;;
150617;0700;1,08;;;
150617;0800;1;;;
150617;0900;1;;;
150617;1000;1,64;;;
150617;1100;3,37666;;;
150617;1200;6,87666;;;
150617;1300;13,21;;;
150617;1400;20,7933;;;
150617;1500;13,6266;;;
150617;1600;14,21;;;
150617;1700;4,30666;;;
150617;1800;1;;;
150617;1900;1;;;
150617;2000;1;;;
150617;2100;1;;;
150617;2200;1;;;
150617;2300;1;;;
150618;0000;1;;;
150618;0100;1;;;
150618;0200;1;;;
150618;0300;1;;;
150618;0400;1;;;
150618;0500;1;;;
150618;0600;1;;;
150618;0700;1;;;
150618;0800;1,32;;;
150618;0900;1,08;;;
150618;1000;;;1,46;
150618;1100;5,54333;;;
150618;1200;6,54333;;;
150618;1300;8,62665;;;
150618;1400;9,45998;;;
150618;1500;7,62666;;;
150618;1600;3,21333;;;
150618;1700;1;;;
150618;1800;1,32333;;;
150618;1900;1,8;;;
150618;2000;1,24;;;
150618;2100;1,08;;;
150618;2200;1;;;
150618;2300;1;;;
150619;0000;1;;;
150619;0100;1;;;
150619;0200;1;;;
150619;0300;1;;;
150619;0400;1;;;
150619;0500;1;;;
150619;0600;1;;;
150619;0700;1;;;
150619;0800;1,08;;;
150619;0900;1,16;;;
150619;1000;1,24;;;
150619;1100;2,21333;;;
150619;1200;4,12666;;;
150619;1300;8,04332;;;
150619;1400;12,96;;;
150619;1500;11,96;;;
150619;1600;9,95999;;;
150619;1700;1,08;;;
150619;1800;1,08;;;
150619;1900;1;;;
150619;2000;1;;;
150619;2100;1,81;;;
150619;2200;3,12666;;;
150619;2300;2,04333;;;
150620;0000;1,72;;;
150620;0100;1,24;;;
150620;0200;1;;;
150620;0300;1;;;
150620;0400;1;;;
150620;0500;1;;;
150620;0600;1;;;
150620;0700;1;;;
150620;0800;1;;;
150620;0900;1;;;
150620;1000;1,73333;;;
150620;1100;5,62666;;;
150620;1200;9,54332;;;
150620;1300;10,7933;;;
150620;1400;16,1266;;;
150620;1500;22,2933;;;
150620;1600;16,71;;;
150620;1700;3,8;;;
150620;1800;1,48667;;;
150620;1900;1,64;;;
150620;2000;1,8;;;
150620;2100;2,12666;;;
150620;2200;2,71;;;
150620;2300;2,12666;;;
150621;0000;1,72;;;
150621;0100;1,08;;;
150621;0200;1,08;;;
150621;0300;1;;;
150621;0400;1;;;
150621;0500;1;;;
150621;0600;1;;;
150621;0700;1;;;
150621;0800;1;;;
150621;0900;1;;;
150621;1000;1;;;
150621;1100;1,4;;;
150621;1200;2,87666;;;
150621;1300;7,20999;;;
150621;1400;6,12666;;;
150621;1500;8,45998;;;
150621;1600;4,62666;;;
150621;1700;1,72333;;;
150621;1800;1;;;
150621;1900;1;;;
150621;2000;1;;;
150621;2100;1;;;
150621;2200;1;;;
150621;2300;1;;;
150622;0000;1;;;
150622;0100;1;;;
150622;0200;1;;;
150622;0300;1;;;
150622;0400;1;;;
150622;0500;1;;;
150622;0600;1;;;
150622;0700;1;;;
150622;0800;1;;;
150622;0900;1;;;
150622;1000;1;;;
150622;1100;1,08;;;
150622;1200;2,54667;;;
150622;1300;5,70999;;;
150622;1400;11,71;;;
150622;1500;15,5433;;;
150622;1600;15,5433;;;
150622;1700;4,21999;;;
150622;1800;1;;;
150622;1900;1;;;
150622;2000;1;;;
150622;2100;1;;;
150622;2200;1;;;
150622;2300;1;;;
150623;0000;1;;;
150623;0100;1;;;
150623;0200;1;;;
150623;0300;1;;;
150623;0400;1;;;
150623;0500;1;;;
150623;0600;1;;;
150623;0700;1;;;
150623;0800;1,08;;;
150623;0900;1;;;
150623;1000;4,12666;;;
150623;1100;6,04333;;;
150623;1200;11,3766;;;
150623;1300;12,46;;;
150623;1400;14,96;;;
150623;1500;6,95999;;;
150623;1600;3,79667;;;
150623;1700;1;;;
150623;1800;1;;;
150623;1900;1;;;
150623;2000;1;;;
150623;2100;1;;;
150623;2200;1;;;
150623;2300;1;;;
150624;0000;1;;;
150624;0100;1;;;
150624;0200;1;;;
150624;0300;1;;;
150624;0400;1;;;
150624;0500;1;;;
150624;0600;1;;;
150624;0700;1;;;
150624;0800;1;;;
150624;0900;1;;;
150624;1000;1,08;;;
150624;1100;4,96;;;
150624;1200;9,95998;;;
150624;1300;15,21;;;
150624;1400;19,5433;;;
150624;1500;18,5433;;;
150624;1600;15,6266;;;
150624;1700;7,88666;;;
150624;1800;1;;;
150624;1900;1;;;
150624;2000;1;;;
150624;2100;1;;;
150624;2200;1;;;
150624;2300;1;;;
150625;0000;1;;;
150625;0100;1;;;
150625;0200;1;;;
150625;0300;1;;;
150625;0400;1;;;
150625;0500;1;;;
150625;0600;1;;;
150625;0700;1,08;;;
150625;0800;1;;;
150625;0900;1;;;
150625;1000;1,08;;;
150625;1100;4,37666;;;
150625;1200;13,5433;;;
150625;1300;18,1266;;;
150625;1400;15,1266;;;
150625;1500;15,21;;;
150625;1600;13,96;;;
150625;1700;7,21666;;;
150625;1800;1;;;
150625;1900;1;;;
150625;2000;1;;;
150625;2100;1;;;
150625;2200;1;;;
150625;2300;1;;;
150626;0000;1;;;
150626;0100;1;;;
150626;0200;1;;;
150626;0300;1;;;
150626;0400;1;;;
150626;0500;1;;;
150626;0600;1;;;
150626;0700;1;;;
150626;0800;1;;;
150626;0900;1;;;
150626;1000;1,24;;;
150626;1100;4,62666;;;
150626;1200;8,04332;;;
150626;1300;10,5433;;;
150626;1400;13,71;;;
150626;1500;11,7933;;;
150626;1600;7,12666;;;
150626;1700;1,48667;;;
150626;1800;1;;;
150626;1900;1,32;;;
150626;2000;1,4;;;
150626;2100;1,08;;;
150626;2200;1;;;
150626;2300;1;;;
150627;0000;1;;;
150627;0100;1;;;
150627;0200;1;;;
150627;0300;1;;;
150627;0400;1;;;
150627;0500;1;;;
150627;0600;1;;;
150627;0700;1;;;
150627;0800;1;;;
150627;0900;1,08;;;
150627;1000;1,48;;;
150627;1100;3,79333;;;
150627;1200;7,62666;;;
150627;1300;13,2933;;;
150627;1400;27,7933;;;
150627;1500;24,0433;;;
150627;1600;12,21;;;
150627;1700;5,54333;;;
150627;1800;1,32333;;;
150627;1900;1;;;
150627;2000;1;;;
150627;2100;1;;;
150627;2200;1,24667;;;
150627;2300;1;;;
150628;0000;1,16;;;
150628;0100;1;;;
150628;0200;1;;;
150628;0300;1;;;
150628;0400;1;;;
150628;0500;1;;;
150628;0600;1;;;
150628;0700;1;;;
150628;0800;1;;;
150628;0900;1,08;;;
150628;1000;3,46333;;;
150628;1100;11,3766;;;
150628;1200;16,8766;;;
150628;1300;25,0433;;;
150628;1400;32,1266;;;
150628;1500;33,3766;;;
150628;1600;30,8766;;;
150628;1700;20,6266;;;
150628;1800;12,7933;;;
150628;1900;5,46666;;;
150628;2000;1;;;
150628;2100;1;;;
150628;2200;1;;;
150628;2300;1,16;;;
150629;0000;1,4;;;
150629;0100;1,32;;;
150629;0200;1;;;
150629;0300;1;;;
150629;0400;1;;;
150629;0500;1;;;
150629;0600;1;;;
150629;0700;1;;;
150629;0800;1;;;
150629;0900;1,72333;;;
150629;1000;5,95999;;;
150629;1100;12,1266;;;
150629;1200;17,5433;;;
150629;1300;27,71;;;
150629;1400;33,6266;;;
150629;1500;38,3766;;;
150629;1600;34,96;;;
150629;1700;27,5433;;;
150629;1800;9,70999;;;
150629;1900;1,82333;;;
150629;2000;1;;;
150629;2100;1;;;
150629;2200;1;;;
150629;2300;1,08;;;
150630;0000;1,08;;;
150630;0100;1;;;
150630;0200;1;;;
150630;0300;1;;;
150630;0400;1;;;
150630;0500;1;;;
150630;0600;1;;;
150630;0700;1;;;
150630;0800;1;;;
150630;0900;1,16;;;
150630;1000;2,14333;;;
150630;1100;2,79333;;;
150630;1200;1,8;;;
150630;1300;1,56;;;
150630;1400;1,97;;;
150630;1500;2,21;;;
150630;1600;1,72;;;
150630;1700;1,24;;;
150630;1800;1;;;
150630;1900;1;;;
150630;2000;1;;;
150630;2100;1,24;;;
150630;2200;1,24;;;
150630;2300;1;;;
150701;0000;1;;;
150701;0100;1;;;
150701;0200;1;;;
150701;0300;1;;;
150701;0400;1;;;
150701;0500;1;;;
150701;0600;1;;;
150701;0700;1;;;
150701;0800;1;;;
150701;0900;1,4;;;
150701;1000;1,24;;;
150701;1100;1;;;
150701;1200;3,13;;;
150701;1300;3,96;;;
150701;1400;2,54333;;;
150701;1500;1,80333;;;
150701;1600;3,05;;;
150701;1700;1;;;
150701;1800;1;;;
150701;1900;1;;;
150701;2000;1;;;
150701;2100;1;;;
150701;2200;1;;;
150701;2300;1;;;
150702;0000;1;;;
150702;0100;1;;;
150702;0200;1;;;
150702;0300;1;;;
150702;0400;1;;;
150702;0500;1;;;
150702;0600;1;;;
150702;0700;1;;;
150702;0800;1;;;
150702;0900;1;;;
150702;1000;1;;;
150702;1100;2,14;;;
150702;1200;7,79332;;;
150702;1300;11,1266;;;
150702;1400;12,21;;;
150702;1500;23,21;;;
150702;1600;22,7933;;;
150702;1700;12,3766;;;
150702;1800;1,24333;;;
150702;1900;1;;;
150702;2000;1;;;
150702;2100;1;;;
150702;2200;1;;;
150702;2300;1;;;
150703;0000;1;;;
150703;0100;1;;;
150703;0200;1;;;
150703;0300;1;;;
150703;0400;1;;;
150703;0500;1;;;
150703;0600;1;;;
150703;0700;1;;;
150703;0800;1,08;;;
150703;0900;1;;;
150703;1000;1,4;;;
150703;1100;3,71;;;
150703;1200;5,62666;;;
150703;1300;8,54332;;;
150703;1400;12,6266;;;
150703;1500;12,96;;;
150703;1600;12,71;;;
150703;1700;2,89;;;
150703;1800;1;;;
150703;1900;1,16;;;
150703;2000;1;;;
150703;2100;1;;;
150703;2200;1;;;
150703;2300;1;;;
150704;0000;1;;;
150704;0100;1;;;
150704;0200;1;;;
150704;0300;1;;;
150704;0400;1;;;
150704;0500;1;;;
150704;0600;1;;;
150704;0700;1;;;
150704;0800;1;;;
150704;0900;1;;;
150704;1000;1,64333;;;
150704;1100;7,37666;;;
150704;1200;15,0433;;;
150704;1300;24,2933;;;
150704;1400;27,2933;;;
150704;1500;27,5433;;;
150704;1600;26,71;;;
150704;1700;18,8766;;;
150704;1800;6,37666;;;
150704;1900;4,79333;;;
150704;2000;6,62666;;;
150704;2100;1,64667;;;
150704;2200;1,4;;;
150704;2300;1;;;
150705;0000;1,16;;;
150705;0100;1;;;
150705;0200;1;;;
150705;0300;1;;;
150705;0400;1;;;
150705;0500;1;;;
150705;0600;1;;;
150705;0700;1;;;
150705;0800;1;;;
150705;0900;1;;;
150705;1000;1;;;
150705;1100;1,16;;;
150705;1200;1,08;;;
150705;1300;1,32;;;
150705;1400;1;;;
150705;1500;3,63333;;;
150705;1600;3,71;;;
150705;1700;1,97333;;;
150705;1800;1;;;
150705;1900;1;;;
150705;2000;1;;;
150705;2100;1;;;
150705;2200;1;;;
150705;2300;1;;;
150706;0000;1;;;
150706;0100;1;;;
150706;0200;1;;;
150706;0300;1;;;
150706;0400;1;;;
150706;0500;1;;;
150706;0600;1;;;
150706;0700;1;;;
150706;0800;1;;;
150706;0900;1;;;
150706;1000;1;;;
150706;1100;1,16;;;
150706;1200;1,4;;;
150706;1300;2,37666;;;
150706;1400;2,96;;;
150706;1500;2,12666;;;
150706;1600;1,32;;;
150706;1700;1;;;
150706;1800;1;;;
150706;1900;1;;;
150706;2000;1;;;
150706;2100;1;;;
150706;2200;1;;;
150706;2300;1;;;
150707;0000;1;;;
150707;0100;1;;;
150707;0200;1;;;
150707;0300;1;;;
150707;0400;1;;;
150707;0500;1;;;
150707;0600;1;;;
150707;0700;1,08;;;
150707;0800;1;;;
150707;0900;1;;;
150707;1000;1,40333;;;
150707;1100;3,71;;;
150707;1200;6,29333;;;
150707;1300;8,37665;;;
150707;1400;10,5433;;;
150707;1500;12,71;;;
150707;1600;11,2933;;;
150707;1700;3,06;;;
150707;1800;1;;;
150707;1900;1;;;
150707;2000;1;;;
150707;2100;1;;;
150707;2200;1;;;
150707;2300;1;;;
150708;0000;1;;;
150708;0100;1;;;
150708;0200;1;;;
150708;0300;1;;;
150708;0400;1;;;
150708;0500;1;;;
150708;0600;1;;;
150708;0700;1;;;
150708;0800;1,08;;;
150708;0900;1;;;
150708;1000;1;;;
150708;1100;1;;;
150708;1200;1;;;
150708;1300;1;;;
150708;1400;1,64;;;
150708;1500;1,08;;;
150708;1600;1;;;
150708;1700;1;;;
150708;1800;1;;;
150708;1900;1;;;
150708;2000;1;;;
150708;2100;1;;;
150708;2200;1;;;
150708;2300;1;;;
150709;0000;1;;;
150709;0100;1;;;
150709;0200;1;;;
150709;0300;1;;;
150709;0400;1;;;
150709;0500;1;;;
150709;0600;1;;;
150709;0700;1;;;
150709;0800;1;;;
150709;0900;1;;;
150709;1000;1;;;
150709;1100;2,05;;;
150709;1200;2,37666;;;
150709;1300;2,96;;;
150709;1400;4,54333;;;
150709;1500;3,13667;;;
150709;1600;1;;;
150709;1700;1;;;
150709;1800;1;;;
150709;1900;1;;;
150709;2000;1;;;
150709;2100;1;;;
150709;2200;1;;;
150709;2300;1;;;
150710;0000;1;;;
150710;0100;1;;;
150710;0200;1;;;
150710;0300;1;;;
150710;0400;1;;;
150710;0500;1;;;
150710;0600;1;;;
150710;0700;1;;;
150710;0800;1;;;
150710;0900;1;;;
150710;1000;1;;;
150710;1100;1;;;
150710;1200;1;;;
150710;1300;1;;;
150710;1400;1;;;
150710;1500;1;;;
150710;1600;1;;;
150710;1700;1;;;
150710;1800;1;;;
150710;1900;1;;;
150710;2000;1;;;
150710;2100;1;;;
150710;2200;1;;;
150710;2300;1;;;
150711;0000;1;;;
150711;0100;1;;;
150711;0200;1;;;
150711;0300;1;;;
150711;0400;1;;;
150711;0500;1;;;
150711;0600;1;;;
150711;0700;1;;;
150711;0800;1;;;
150711;0900;1;;;
150711;1000;1;;;
150711;1100;1;;;
150711;1200;1;;;
150711;1300;1;;;
150711;1400;1;;;
150711;1500;1;;;
150711;1600;1;;;
150711;1700;1;;;
150711;1800;1;;;
150711;1900;1;;;
150711;2000;1;;;
150711;2100;1;;;
150711;2200;1;;;
150711;2300;1;;;
150712;0000;1;;;
150712;0100;1;;;
150712;0200;1,08;;;
150712;0300;5,37666;;;
150712;0400;14,8489;;;
150712;0500;15,1822;;;
150712;0600;14,6266;;;
150712;0700;12,2933;;;
150712;0800;8,29332;;;
150712;0900;11,8766;;;
150712;1000;18,71;;;
150712;1100;15,0433;;;
150712;1200;17,71;;;
150712;1300;19,21;;;
150712;1400;18,0433;;;
150712;1500;14,8766;;;
150712;1600;11,1266;;;
150712;1700;7,79333;;;
150712;1800;9,87665;;;
150712;1900;9,37665;;;
150712;2000;4,12666;;;
150712;2100;7,54332;;;
150712;2200;12,71;;;
150712;2300;11,46;;;
150713;0000;11,3766;;;
150713;0100;13,5433;;;
150713;0200;12,71;;;
150713;0300;11,5433;;;
150713;0400;9,51553;;;
150713;0500;7,95999;;;
150713;0600;4,54333;;;
150713;0700;1,98;;;
150713;0800;1,90333;;;
150713;0900;4,71;;;
150713;1000;10,46;;;
150713;1100;13,5433;;;
150713;1200;13,8766;;;
150713;1300;11,21;;;
150713;1400;12,2933;;;
150713;1500;15,5433;;;
150713;1600;15,2933;;;
150713;1700;6,04333;;;
150713;1800;1;;;
150713;1900;1;;;
150713;2000;2,96666;;;
150713;2100;1,08;;;
150713;2200;1;;;
150713;2300;1;;;
150714;0000;1;;;
150714;0100;1;;;
150714;0200;1;;;
150714;0300;1;;;
150714;0400;1;;;
150714;0500;1;;;
150714;0600;1;;;
150714;0700;1;;;
150714;0800;1;;;
150714;0900;1,08;;;
150714;1000;2,21;;;
150714;1100;5,04333;;;
150714;1200;9,7933;;;
150714;1300;9,87663;;;
150714;1400;10,21;;;
150714;1500;10,0433;;;
150714;1600;11,46;;;
150714;1700;4,30333;;;
150714;1800;1;;;
150714;1900;1;;;
150714;2000;1;;;
150714;2100;1;;;
150714;2200;1;;;
150714;2300;1;;;
150715;0000;1;;;
150715;0100;1;;;
150715;0200;1;;;
150715;0300;1;;;
150715;0400;1;;;
150715;0500;1;;;
150715;0600;1;;;
150715;0700;1,16;;;
150715;0800;1;;;
150715;0900;1,08;;;
150715;1000;1,16;;;
150715;1100;1;;;
150715;1200;1,80333;;;
150715;1300;1,96;;;
150715;1400;1,24;;;
150715;1500;1;;;
150715;1600;1;;;
150715;1700;1;;;
150715;1800;1;;;
150715;1900;1;;;
150715;2000;1;;;
150715;2100;1;;;
150715;2200;1;;;
150715;2300;1;;;
150716;0000;1,08;;;
150716;0100;1;;;
150716;0200;1;;;
150716;0300;1;;;
150716;0400;1;;;
150716;0500;1;;;
150716;0600;1;;;
150716;0700;1,16;;;
150716;0800;1;;;
150716;0900;1;;;
150716;1000;1,97;;;
150716;1100;5,54333;;;
150716;1200;10,2933;;;
150716;1300;15,8766;;;
150716;1400;20,7933;;;
150716;1500;22,7933;;;
150716;1600;18,3766;;;
150716;1700;7,70999;;;
150716;1800;1;;;
150716;1900;1;;;
150716;2000;1;;;
150716;2100;1,08;;;
150716;2200;1;;;
150716;2300;1,08;;;
150717;0000;1;;;
150717;0100;1;;;
150717;0200;1;;;
150717;0300;1;;;
150717;0400;1;;;
150717;0500;1;;;
150717;0600;1;;;
150717;0700;1;;;
150717;0800;1;;;
150717;0900;1;;;
150717;1000;1,16;;;
150717;1100;1,72;;;
150717;1200;2,62666;;;
150717;1300;8,79332;;;
150717;1400;13,3766;;;
150717;1500;12,71;;;
150717;1600;14,21;;;
150717;1700;9,29332;;;
150717;1800;5,04333;;;
150717;1900;1,48667;;;
150717;2000;1;;;
150717;2100;1;;;
150717;2200;1;;;
150717;2300;1;;;
150718;0000;1,08;;;
150718;0100;1;;;
150718;0200;1;;;
150718;0300;1;;;
150718;0400;1;;;
150718;0500;1;;;
150718;0600;1;;;
150718;0700;1;;;
150718;0800;1;;;
150718;0900;1;;;
150718;1000;1,88;;;
150718;1100;2,62666;;;
150718;1200;8,87665;;;
150718;1300;14,0433;;;
150718;1400;14,0433;;;
150718;1500;16,6266;;;
150718;1600;17,46;;;
150718;1700;9,12665;;;
150718;1800;1,9;;;
150718;1900;2,89666;;;
150718;2000;1,48;;;
150718;2100;1,08;;;
150718;2200;1;;;
150718;2300;1;;;
150719;0000;1;;;
150719;0100;1;;;
150719;0200;1,08;;;
150719;0300;1;;;
150719;0400;1;;;
150719;0500;1;;;
150719;0600;1;;;
150719;0700;1;;;
150719;0800;1;;;
150719;0900;1;;;
150719;1000;1;;;
150719;1100;1;;;
150719;1200;2,22667;;;
150719;1300;4,87666;;;
150719;1400;13,21;;;
150719;1500;11,8766;;;
150719;1600;10,7933;;;
150719;1700;7,95999;;;
150719;1800;1,32333;;;
150719;1900;1;;;
150719;2000;1;;;
150719;2100;1;;;
150719;2200;1;;;
150719;2300;1;;;
150720;0000;1;;;
150720;0100;1;;;
150720;0200;1;;;
150720;0300;1;;;
150720;0400;1;;;
150720;0500;1;;;
150720;0600;1;;;
150720;0700;1;;;
150720;0800;1;;;
150720;0900;1;;;
150720;1000;5,13;;;
150720;1100;6,29333;;;
150720;1200;9,45998;;;
150720;1300;13,5433;;;
150720;1400;14,71;;;
150720;1500;16,0433;;;
150720;1600;16,2933;;;
150720;1700;4,38666;;;
150720;1800;1;;;
150720;1900;1;;;
150720;2000;1;;;
150720;2100;1;;;
150720;2200;1;;;
150720;2300;1,08;;;
150721;0000;1;;;
150721;0100;1;;;
150721;0200;1;;;
150721;0300;1;;;
150721;0400;1;;;
150721;0500;1;;;
150721;0600;1;;;
150721;0700;1;;;
150721;0800;1;;;
150721;0900;1;;;
150721;1000;1;;;
150721;1100;1,16;;;
150721;1200;1,96;;;
150721;1300;1,96;;;
150721;1400;2,71;;;
150721;1500;2,71;;;
150721;1600;1,96;;;
150721;1700;1,08;;;
150721;1800;1;;;
150721;1900;1;;;
150721;2000;1;;;
150721;2100;1;;;
150721;2200;1,24;;;
150721;2300;1;;;
150722;0000;1;;;
150722;0100;1;;;
150722;0200;1;;;
150722;0300;1;;;
150722;0400;1;;;
150722;0500;1;;;
150722;0600;1;;;
150722;0700;1;;;
150722;0800;1;;;
150722;0900;1;;;
150722;1000;1;;;
150722;1100;1,48;;;
150722;1200;1,96;;;
150722;1300;3,21;;;
150722;1400;9,20998;;;
150722;1500;8,12665;;;
150722;1600;8,95998;;;
150722;1700;4,63666;;;
150722;1800;1;;;
150722;1900;1;;;
150722;2000;1;;;
150722;2100;1,08;;;
150722;2200;1;;;
150722;2300;1;;;
150723;0000;1;;;
150723;0100;1;;;
150723;0200;1;;;
150723;0300;1;;;
150723;0400;1;;;
150723;0500;1;;;
150723;0600;1;;;
150723;0700;1;;;
150723;0800;1;;;
150723;0900;1;;;
150723;1000;1,4;;;
150723;1100;3,54333;;;
150723;1200;8,95998;;;
150723;1300;11,21;;;
150723;1400;8,87665;;;
150723;1500;11,8766;;;
150723;1600;14,71;;;
150723;1700;3,55333;;;
150723;1800;1;;;
150723;1900;1,08;;;
150723;2000;1;;;
150723;2100;1;;;
150723;2200;1;;;
150723;2300;1;;;
150724;0000;1;;;
150724;0100;1;;;
150724;0200;1;;;
150724;0300;1;;;
150724;0400;1;;;
150724;0500;1;;;
150724;0600;1;;;
150724;0700;1;;;
150724;0800;1;;;
150724;0900;1;;;
150724;1000;1,48;;;
150724;1100;3,71333;;;
150724;1200;4,37666;;;
150724;1300;7,54333;;;
150724;1400;9,95998;;;
150724;1500;7,54333;;;
150724;1600;7,70999;;;
150724;1700;2,39333;;;
150724;1800;1;;;
150724;1900;1;;;
150724;2000;1,08;;;
150724;2100;1;;;
150724;2200;1;;;
150724;2300;1,08;;;
150725;0000;1;;;
150725;0100;1;;;
150725;0200;1;;;
150725;0300;1;;;
150725;0400;1;;;
150725;0500;1;;;
150725;0600;1;;;
150725;0700;1;;;
150725;0800;1;;;
150725;0900;1;;;
150725;1000;1,16;;;
150725;1100;1,8;;;
150725;1200;2,54333;;;
150725;1300;4,87666;;;
150725;1400;6,12666;;;
150725;1500;6,54333;;;
150725;1600;4,62666;;;
150725;1700;1,48;;;
150725;1800;1;;;
150725;1900;1;;;
150725;2000;1;;;
150725;2100;1,08;;;
150725;2200;1,16;;;
150725;2300;1,08;;;
150726;0000;1,08;;;
150726;0100;1;;;
150726;0200;1;;;
150726;0300;1;;;
150726;0400;1;;;
150726;0500;1;;;
150726;0600;1;;;
150726;0700;1;;;
150726;0800;1;;;
150726;0900;1;;;
150726;1000;1,08;;;
150726;1100;2,62666;;;
150726;1200;4,71;;;
150726;1300;15,96;;;
150726;1400;23,21;;;
150726;1500;19,96;;;
150726;1600;16,5433;;;
150726;1700;14,21;;;
150726;1800;3,80666;;;
150726;1900;1,08;;;
150726;2000;1;;;
150726;2100;1;;;
150726;2200;1;;;
150726;2300;1;;;
150727;0000;1;;;
150727;0100;1;;;
150727;0200;1;;;
150727;0300;1;;;
150727;0400;1;;;
150727;0500;1;;;
150727;0600;1;;;
150727;0700;1;;;
150727;0800;1;;;
150727;0900;1;;;
150727;1000;2,39333;;;
150727;1100;4,71;;;
150727;1200;4,29333;;;
150727;1300;3,62666;;;
150727;1400;5,54333;;;
150727;1500;9,87663;;;
150727;1600;7,20999;;;
150727;1700;2,47667;;;
150727;1800;1;;;
150727;1900;1;;;
150727;2000;1;;;
150727;2100;1;;;
150727;2200;1;;;
150727;2300;1;;;
150728;0000;1;;;
150728;0100;1;;;
150728;0200;1;;;
150728;0300;1;;;
150728;0400;1;;;
150728;0500;1;;;
150728;0600;1;;;
150728;0700;1;;;
150728;0800;1;;;
150728;0900;1;;;
150728;1000;1;;;
150728;1100;1;;;
150728;1200;1;;;
150728;1300;1;;;
150728;1400;1;;;
150728;1500;1;;;
150728;1600;1;;;
150728;1700;1;;;
150728;1800;1;;;
150728;1900;1;;;
150728;2000;1;;;
150728;2100;1;;;
150728;2200;1;;;
150728;2300;1;;;
150729;0000;1;;;
150729;0100;1;;;
150729;0200;1;;;
150729;0300;1;;;
150729;0400;1;;;
150729;0500;1;;;
150729;0600;1;;;
150729;0700;1;;;
150729;0800;1;;;
150729;0900;1;;;
150729;1000;1;;;
150729;1100;1,4;;;
150729;1200;3,79333;;;
150729;1300;6,62666;;;
150729;1400;10,5433;;;
150729;1500;15,0433;;;
150729;1600;17,21;;;
150729;1700;10,0433;;;
150729;1800;1,32667;;;
150729;1900;1;;;
150729;2000;1;;;
150729;2100;1;;;
150729;2200;1;;;
150729;2300;1;;;
150730;0000;1;;;
150730;0100;1;;;
150730;0200;1;;;
150730;0300;1;;;
150730;0400;1;;;
150730;0500;1;;;
150730;0600;1;;;
150730;0700;1;;;
150730;0800;1;;;
150730;0900;1;;;
150730;1000;5,70999;;;
150730;1100;13,1266;;;
